Entry ID,Release Date
"3QJJ","2012-02-08"
"3QJL","2012-02-08"
"3QJP","2012-02-08"
"3QRP","2011-05-25"
"3QRR","2011-05-25"
"3QSU","2012-09-12"
"3QSY","2012-03-21"
"3R1C","2011-06-01"
"3R1D","2011-06-01"
"3R1E","2011-06-01"
"3R1H","2011-08-31"
"3R1L","2011-08-31"
"3R2C","2011-06-22"
"3R2D","2011-06-22"
"3R4F","2011-04-20"
"3R9W","2011-06-22"
"3R9X","2011-06-22"
"3RC8","2011-05-11"
"3RER","2011-10-19"
"3RG5","2011-06-08"
"3RKF","2011-08-17"
"3RTJ","2011-08-31"
"3RW6","2011-08-10"
"3RZD","2011-08-10"
"3RZO","2011-08-10"
"3S14","2011-08-10"
"3S15","2011-08-10"
"3S16","2011-08-10"
"3S17","2011-08-10"
"3S1M","2011-08-10"
"3S1N","2011-08-10"
"3S1Q","2011-08-10"
"3S1R","2011-08-10"
"3S2D","2011-08-10"
"3S2H","2011-08-17"
"3S49","2011-06-29"
"3S4G","2011-08-03"
"3S4P","2011-09-21"
"3S7C","2012-04-11"
"3S8U","2012-04-11"
"3SD3","2011-09-21"
"3SIU","2011-08-10"
"3SIV","2011-08-10"
"3SJ2","2011-08-03"
"3SKI","2011-08-17"
"3SKL","2011-08-17"
"3SKR","2011-08-17"
"3SKT","2011-08-17"
"3SKW","2011-08-17"
"3SKZ","2011-08-17"
"3SLM","2011-08-17"
"3SLQ","2011-08-17"
"3SN2","2011-11-23"
"3SNP","2011-07-27"
"3SQW","2011-10-12"
"3SQX","2011-10-12"
"3SSF","2012-02-08"
"3SUH","2011-09-14"
"3SUX","2011-09-14"
"3SUY","2011-09-14"
"3SYW","2012-04-25"
"3SZX","2012-04-25"
"3T1H","2012-01-25"
"3T1Y","2012-01-25"
"3T3N","2011-10-19"
"3T3O","2011-10-19"
"3T4B","2011-10-12"
"3T5N","2012-01-11"
"3T5Q","2012-01-11"
"3TD0","2011-12-07"
"3TD1","2011-12-07"
"3TRA","1987-11-06"
"3TRZ","2011-11-16"
"3TS0","2011-11-16"
"3TS2","2011-11-16"
"3TUP","2011-11-23"
"3TWH","2012-10-03"
"3TZR","2012-03-21"
"3U2E","2011-10-12"
"3U4M","2012-08-08"
"3U56","2012-10-31"
"3UCU","2012-01-04"
"3UCZ","2012-01-04"
"3UD3","2012-01-04"
"3UD4","2012-01-04"
"3ULD","2012-11-14"
"3UMY","2012-10-31"
"3UZS","2012-07-11"
"3UZT","2012-07-11"
"3V11","2012-03-28"
"3V6Y","2012-01-04"
"3V71","2012-01-04"
"3V74","2012-01-04"
"3V7E","2012-03-07"
"3VJR","2012-09-12"
"3VNU","2012-08-08"
"3VNV","2012-08-08"
"3VRS","2012-05-09"
"3VYX","2013-02-13"
"3VYY","2013-02-13"
"3W1K","2013-06-05"
"3W3S","2013-02-13"
"3WBM","2013-12-11"
"3WC1","2013-12-18"
"3WC2","2013-12-18"
"3WFQ","2014-01-01"
"3WFR","2014-01-01"
"3WFS","2014-01-01"
"3WQY","2014-06-18"
"3WQZ","2014-06-18"
"3WRU","2014-11-05"
"3WZI","2015-07-15"
"3X1L","2015-05-13"
"3ZC0","2013-01-23"
"3ZD4","2012-12-12"
"3ZD5","2012-12-12"
"3ZD6","2013-08-07"
"3ZD7","2013-08-07"
"3ZGZ","2013-01-30"
"3ZJT","2013-04-17"
"3ZJU","2013-04-17"
"3ZJV","2013-04-17"
"3ZLA","2013-05-01"
"3ZN8","2013-03-06"
"3ZP8","2013-03-06"
"402D","1998-06-16"
"404D","1998-12-14"
"405D","1999-01-13"
"406D","1999-02-05"
"409D","1999-01-13"
"413D","1998-07-10"
"420D","1999-01-13"
"421D","1999-01-05"
"422D","2003-06-03"
"429D","1999-03-01"
"430D","1998-10-07"
"433D","1998-12-04"
"434D","1999-06-14"
"435D","1999-06-14"
"437D","1998-12-03"
"438D","1999-05-12"
"439D","2001-09-14"
"462D","1999-12-02"
"464D","1999-08-16"
"466D","1999-08-16"
"468D","1999-05-12"
"469D","1999-05-12"
"470D","1999-05-12"
"471D","1999-05-12"
"472D","2000-11-27"
"479D","2000-05-15"
"480D","1999-10-08"
"483D","1999-10-08"
"484D","1999-10-14"
"486D","1999-10-04"
"488D","2000-03-06"
"4A2I","2011-11-02"
"4A2X","2011-10-19"
"4A36","2011-10-19"
"4A3B","2011-12-07"
"4A3C","2011-11-16"
"4A3D","2011-12-07"
"4A3E","2011-12-07"
"4A3F","2011-12-07"
"4A3G","2012-02-08"
"4A3J","2011-12-07"
"4A3K","2011-12-07"
"4A3L","2011-12-07"
"4A3M","2011-12-07"
"4A4R","2012-05-30"
"4A4S","2012-05-30"
"4A4T","2012-05-30"
"4A4U","2012-05-30"
"4A93","2012-03-21"
"4ADV","2012-02-15"
"4ADX","2012-02-08"
"4AFY","2013-01-09"
"4AL5","2012-06-13"
"4AL6","2012-06-13"
"4AL7","2012-06-13"
"4ALP","2012-09-05"
"4AM3","2012-04-18"
"4ANG","2013-02-27"
"4AOB","2012-05-09"
"4AQ7","2012-06-13"
"4AQY","2012-07-18"
"4ARC","2012-06-13"
"4ARI","2012-06-13"
"4AS1","2012-06-13"
"4ATO","2012-12-26"
"4AY2","2012-10-03"
"4B3G","2012-09-26"
"4B3M","2013-08-07"
"4B3O","2013-01-16"
"4B3P","2013-01-16"
"4B3Q","2013-01-16"
"4B3R","2013-08-07"
"4B3S","2013-08-07"
"4B3T","2013-08-07"
"4B5R","2013-01-30"
"4B8T","2012-11-07"
"4BA2","2012-10-03"
"4BBL","2012-12-05"
"4BBS","2012-11-14"
"4BHH","2013-04-24"
"4BKK","2013-10-30"
"4BOC","2013-09-25"
"4BPB","2013-06-19"
"4BS2","2013-11-13"
"4BTS","2013-07-17"
"4BW0","2013-11-06"
"4BWM","2013-09-18"
"4BXX","2013-09-11"
"4BY1","2013-09-11"
"4BY7","2013-09-11"
"4BY9","2013-10-09"
"4C40","2013-11-06"
"4C4Q","2013-10-30"
"4C4W","2014-02-12"
"4C7O","2013-11-20"
"4C8Y","2013-11-06"
"4C8Z","2013-11-06"
"4C9D","2013-11-06"
"4CE4","2013-12-18"
"4CIO","2014-09-03"
"4CQN","2014-07-02"
"4CS1","2014-11-19"
"4CSF","2014-04-09"
"4CSU","2014-06-04"
"4CXG","2014-07-16"
"4CXH","2014-07-16"
"4D25","2014-06-18"
"4D26","2014-06-18"
"4D5L","2015-02-04"
"4D5N","2015-02-04"
"4D5Y","2015-03-04"
"4D61","2015-03-04"
"4D67","2015-03-04"
"4DB2","2012-08-29"
"4DR1","2012-11-14"
"4DR2","2012-11-14"
"4DR3","2012-11-14"
"4DR4","2012-11-14"
"4DR5","2012-11-14"
"4DR6","2012-11-14"
"4DR7","2012-11-14"
"4DS6","2012-04-18"
"4DUY","2013-02-27"
"4DUZ","2013-02-27"
"4DV0","2013-02-27"
"4DV1","2013-02-27"
"4DV2","2013-02-27"
"4DV3","2013-02-27"
"4DV4","2013-02-27"
"4DV5","2013-02-27"
"4DV6","2013-02-27"
"4DV7","2013-02-27"
"4DW7","2012-05-23"
"4DWA","2012-05-23"
"4DZS","2012-04-25"
"4E48","2012-07-11"
"4E58","2012-12-12"
"4E59","2012-12-12"
"4E5C","2012-07-11"
"4E6B","2012-07-11"
"4E78","2012-04-18"
"4E8K","2012-11-14"
"4E8M","2012-11-14"
"4E8N","2012-11-14"
"4E8P","2012-11-14"
"4E8Q","2012-11-14"
"4E8R","2012-11-14"
"4E8T","2012-11-14"
"4E8V","2012-11-14"
"4ED5","2012-05-23"
"4EJT","2013-06-05"
"4EN5","2012-05-09"
"4ENA","2012-05-09"
"4ENB","2012-05-09"
"4ENC","2012-05-09"
"4ERD","2012-06-20"
"4ERJ","2012-07-18"
"4ERL","2012-07-18"
"4EYA","2012-06-20"
"4F02","2012-08-08"
"4F1N","2012-06-13"
"4F3T","2012-05-30"
"4F8U","2012-08-15"
"4F8V","2012-08-15"
"4FAQ","2012-11-14"
"4FAR","2012-11-14"
"4FAU","2012-11-14"
"4FAW","2012-11-14"
"4FAX","2012-11-14"
"4FB0","2012-11-14"
"4FE5","2012-06-27"
"4FEJ","2013-02-27"
"4FEL","2013-02-27"
"4FEN","2013-02-27"
"4FEO","2013-02-27"
"4FEP","2013-02-27"
"4FNJ","2012-10-17"
"4FRG","2012-10-17"
"4FRN","2012-10-17"
"4FSJ","2012-08-01"
"4FTB","2012-08-01"
"4FTE","2012-08-01"
"4FTS","2012-08-01"
"4FVU","2012-09-19"
"4FWT","2012-08-08"
"4FXD","2013-02-27"
"4G0A","2012-08-22"
"4G6P","2012-08-15"
"4G6R","2012-08-15"
"4G6S","2012-08-08"
"4G7O","2012-10-31"
"4G9Z","2013-04-03"
"4GCW","2012-10-31"
"4GG4","2012-10-03"
"4GHA","2012-08-22"
"4GHL","2012-11-28"
"4GKJ","2013-06-05"
"4GKK","2013-06-05"
"4GL2","2013-01-09"
"4GMA","2012-10-17"
"4GPW","2013-04-03"
"4GPX","2013-04-03"
"4GPY","2013-04-03"
"4GV3","2013-05-01"
"4GV6","2013-05-01"
"4GV9","2013-05-01"
"4GXY","2012-10-17"
"4GZY","2013-02-13"
"4GZZ","2013-02-13"
"4H5O","2012-11-07"
"4H5P","2012-11-07"
"4H8K","2013-09-25"
"4HKQ","2013-02-20"
"4HOR","2013-01-23"
"4HOS","2013-01-23"
"4HOT","2013-01-23"
"4HT8","2013-04-17"
"4HT9","2013-04-17"
"4I67","2013-04-24"
"4IFD","2013-02-06"
"4IG8","2013-01-16"
"4II9","2013-07-03"
"4IJS","2013-04-24"
"4ILL","2013-03-20"
"4ILM","2013-03-20"
"4IO9","2013-03-06"
"4IOA","2013-03-06"
"4IOC","2013-03-06"
"4IQS","2013-12-25"
"4IQX","2013-02-06"
"4J1G","2013-04-10"
"4J39","2014-02-05"
"4J50","2013-02-20"
"4J5V","2014-02-12"
"4J7L","2013-03-27"
"4J7M","2013-03-27"
"4JAB","2014-01-29"
"4JAH","2014-01-29"
"4JF2","2013-04-17"
"4JGN","2014-03-05"
"4JI0","2013-11-06"
"4JI1","2013-11-06"
"4JI2","2013-11-06"
"4JI3","2013-11-06"
"4JI4","2013-11-06"
"4JI5","2013-11-06"
"4JI6","2013-11-06"
"4JI7","2013-11-06"
"4JI8","2013-11-06"
"4JIY","2013-09-04"
"4JK0","2014-03-12"
"4JNG","2013-07-31"
"4JNX","2014-03-19"
"4JRC","2013-04-24"
"4JRD","2013-06-05"
"4JRT","2013-06-05"
"4JV5","2013-06-26"
"4JVH","2013-05-08"
"4JVY","2013-05-08"
"4JXX","2013-05-01"
"4JXZ","2013-05-01"
"4JYA","2013-06-26"
"4JYZ","2013-05-29"
"4JZU","2013-05-08"
"4JZV","2013-05-08"
"4K0K","2013-06-26"
"4K27","2013-11-27"
"4K31","2013-07-31"
"4K32","2013-07-31"
"4K4S","2013-05-22"
"4K4T","2013-05-22"
"4K4U","2013-05-22"
"4K4V","2013-05-22"
"4K4W","2013-05-22"
"4K4X","2013-05-22"
"4K4Y","2013-05-29"
"4K4Z","2013-05-22"
"4K50","2013-05-22"
"4KHP","2013-06-05"
"4KJI","2013-09-04"
"4KNQ","2014-05-14"
"4KQ0","2014-05-14"
"4KQY","2013-08-07"
"4KR2","2014-05-21"
"4KR3","2014-05-21"
"4KR6","2014-04-23"
"4KR7","2014-04-23"
"4KR9","2014-04-23"
"4KRE","2013-06-19"
"4KRF","2013-06-19"
"4KTG","2014-05-21"
"4KVB","2014-06-04"
"4KXT","2013-07-31"
"4KYY","2013-06-12"
"4KZ2","2013-10-16"
"4KZD","2014-06-18"
"4KZE","2014-06-18"
"4KZX","2013-07-24"
"4KZY","2013-07-24"
"4KZZ","2013-07-24"
"4L47","2014-08-06"
"4L71","2014-08-06"
"4L81","2014-05-28"
"4L8H","2013-10-02"
"4L8R","2013-07-10"
"4LCK","2013-07-31"
"4LEL","2014-08-06"
"4LF4","2014-07-02"
"4LF5","2014-07-02"
"4LF6","2014-07-02"
"4LF7","2014-07-02"
"4LF8","2014-07-02"
"4LF9","2014-07-02"
"4LFA","2014-07-02"
"4LFB","2014-07-02"
"4LFC","2014-07-02"
"4LFZ","2014-08-06"
"4LG2","2013-07-10"
"4LGT","2013-11-20"
"4LJ0","2013-10-09"
"4LMZ","2014-07-16"
"4LNT","2014-08-06"
"4LQ3","2014-02-12"
"4LSK","2014-08-06"
"4LT8","2014-08-06"
"4LVV","2014-03-19"
"4LVW","2014-03-19"
"4LVX","2014-03-19"
"4LVY","2014-03-19"
"4LVZ","2014-03-19"
"4LW0","2014-03-19"
"4LX5","2014-07-16"
"4LX6","2014-07-16"
"4M2Z","2013-12-11"
"4M30","2013-12-11"
"4M4O","2013-12-18"
"4M59","2013-10-30"
"4M6D","2013-12-11"
"4M7A","2013-11-13"
"4M7D","2013-11-13"
"4MCE","2014-09-24"
"4MCF","2014-11-12"
"4MDX","2013-10-23"
"4MEG","2013-10-16"
"4MEH","2013-10-16"
"4MGM","2013-10-23"
"4MGN","2013-10-23"
"4MS9","2014-02-12"
"4MSB","2014-02-12"
"4MSR","2014-02-12"
"4N0T","2014-05-14"
"4N2Q","2013-10-30"
"4N2S","2013-10-30"
"4N48","2014-01-22"
"4NFO","2014-07-02"
"4NFP","2014-07-02"
"4NFQ","2014-07-02"
"4NGB","2014-03-05"
"4NGC","2014-03-05"
"4NGD","2014-03-05"
"4NGF","2014-03-05"
"4NGG","2014-03-05"
"4NH3","2014-03-05"
"4NH5","2014-03-05"
"4NH6","2014-03-05"
"4NHA","2014-03-05"
"4NIA","2014-09-10"
"4NKU","2013-12-18"
"4NL3","2014-09-10"
"4NLF","2014-11-19"
"4NMG","2014-11-19"
"4NXH","2014-12-10"
"4NXM","2014-05-21"
"4NXN","2014-05-21"
"4NYA","2014-06-04"
"4NYB","2014-06-04"
"4NYC","2014-06-04"
"4NYD","2014-06-04"
"4NYG","2014-06-04"
"4O26","2014-05-07"
"4O41","2014-07-09"
"4O8J","2014-09-10"
"4OAU","2014-03-12"
"4OAV","2014-03-12"
"4OE1","2014-09-24"
"4OHY","2014-05-14"
"4OHZ","2014-05-14"
"4OI0","2014-05-14"
"4OI1","2014-05-14"
"4OJI","2014-07-23"
"4OL8","2014-03-05"
"4OLA","2014-02-05"
"4OLB","2014-02-05"
"4OO1","2014-07-02"
"4OO8","2014-02-26"
"4OOG","2014-04-16"
"4OQ8","2014-09-10"
"4OQ9","2014-09-10"
"4OQU","2014-06-04"
"4OX9","2014-04-09"
"4P20","2014-05-07"
"4P3E","2014-04-16"
Identifier,StructureData,
Entry ID,Release Date,
"4P3S","2016-05-04"
"4P3T","2016-05-04"
"4P3U","2016-05-04"
"4P43","2016-05-04"
"4P5J","2014-06-04"
"4P6F","2014-10-01"
"4P70","2014-08-13"
"4P8Z","2014-05-28"
"4P97","2015-03-04"
"4P9R","2014-05-28"
"4PCJ","2014-10-29"
"4PCO","2015-10-14"
"4PDB","2014-09-03"
"4PDQ","2015-01-07"
"4PEH","2014-08-27"
"4PEI","2014-08-27"
"4PHY","2015-02-18"
"4PJO","2014-12-31"
"4PKD","2014-12-31"
"4PLX","2014-06-25"
"4PMI","2014-12-24"
"4PMW","2014-07-30"
"4PQU","2014-06-18"
"4PQV","2014-04-30"
"4PR6","2014-10-29"
"4PRF","2014-10-29"
"4PUO","2014-06-18"
"4PWD","2014-06-18"
"4PY5","2014-07-30"
"4Q0B","2014-06-18"
"4Q5S","2014-07-09"
"4Q5V","2014-11-26"
"4Q9Q","2014-06-18"
"4Q9R","2014-06-18"
"4QEI","2015-05-20"
"4QG3","2015-02-11"
"4QI2","2014-07-16"
"4QIK","2014-07-16"
"4QIL","2014-07-16"
"4QJD","2014-09-03"
"4QJH","2014-09-03"
"4QK8","2014-08-06"
"4QK9","2014-08-06"
"4QKA","2014-08-06"
"4QLM","2014-08-13"
"4QLN","2014-08-13"
"4QM6","2014-10-08"
"4QOZ","2014-07-23"
"4QPX","2015-04-22"
"4QQB","2014-09-03"
"4QU6","2014-08-13"
"4QU7","2014-08-13"
"4QVC","2015-05-27"
"4QVD","2015-05-27"
"4QVI","2015-02-11"
"4QYZ","2014-09-03"
"4R0D","2014-10-01"
"4R3I","2014-09-17"
"4R4P","2015-09-30"
"4R4V","2015-09-30"
"4R8I","2015-04-29"
"4RBQ","2015-11-11"
"4RBY","2015-09-16"
"4RBZ","2015-09-16"
"4RC0","2015-09-16"
"4RCJ","2014-11-12"
"4RCM","2014-11-19"
"4RDX","2015-03-25"
"4RGE","2014-12-03"
"4RGF","2014-12-03"
"4RJ1","2014-11-12"
"4RKV","2014-11-19"
"4RMO","2015-09-30"
"4RNE","2014-11-19"
"4RQE","2015-11-04"
"4RQF","2015-11-04"
"4RUM","2015-04-08"
"4RWN","2015-05-20"
"4RWO","2015-05-20"
"4RWP","2015-05-20"
"4RZD","2015-07-01"
"4S20","2015-02-04"
"4S2X","2015-02-11"
"4S2Y","2015-02-11"
"4S3N","2015-03-25"
"4TNA","1978-04-12"
"4TRA","1987-11-06"
"4TS0","2014-07-23"
"4TS2","2014-07-23"
"4TU0","2014-07-09"
"4TUA","2015-05-13"
"4TUB","2015-05-13"
"4TUC","2015-05-13"
"4TUD","2015-05-13"
"4TUE","2015-05-13"
"4TUW","2014-07-23"
"4TUX","2014-07-16"
"4TV0","2014-09-17"
"4TVX","2014-08-13"
"4TYW","2014-12-31"
"4TYY","2014-12-31"
"4TZ0","2014-12-31"
"4TZ6","2015-01-28"
"4TZP","2014-09-10"
"4TZV","2014-09-10"
"4TZW","2014-09-10"
"4TZX","2014-09-10"
"4TZY","2014-09-10"
"4TZZ","2014-09-10"
"4U1U","2014-07-30"
"4U1V","2014-07-30"
"4U20","2014-07-30"
"4U24","2014-07-30"
"4U25","2014-07-30"
"4U26","2014-07-30"
"4U27","2014-07-30"
"4U34","2014-08-13"
"4U35","2014-08-13"
"4U37","2014-08-13"
"4U38","2014-08-13"
"4U3L","2015-07-29"
"4U3M","2014-10-22"
"4U3N","2014-10-22"
"4U3O","2015-07-29"
"4U3P","2015-07-29"
"4U3R","2015-07-29"
"4U3U","2014-10-22"
"4U47","2015-08-05"
"4U4N","2014-10-22"
"4U4O","2014-10-22"
"4U4Q","2014-10-22"
"4U4R","2014-10-22"
"4U4U","2014-10-22"
"4U4Y","2014-10-22"
"4U4Z","2014-10-22"
"4U50","2014-10-22"
"4U51","2014-10-22"
"4U52","2014-10-22"
"4U53","2014-10-22"
"4U55","2014-10-22"
"4U56","2014-10-22"
"4U67","2015-08-05"
"4U6F","2014-10-22"
"4U6K","2015-08-19"
"4U6L","2015-08-19"
"4U6M","2015-08-19"
"4U78","2015-08-26"
"4U7U","2014-08-27"
"4U8T","2014-09-10"
"4UDV","2014-12-31"
"4UE4","2015-09-09"
"4UE5","2015-09-09"
"4UER","2015-02-11"
"4UFT","2015-04-29"
"4UG0","2015-06-10"
"4UJC","2014-07-30"
"4UJD","2014-07-30"
"4UJE","2014-07-16"
"4UN3","2014-07-23"
"4UN4","2014-07-23"
"4UN5","2014-07-23"
"4UY8","2014-10-29"
"4UYJ","2014-11-05"
"4UYK","2014-11-05"
"4V19","2014-10-08"
"4V1M","2015-02-04"
"4V1N","2015-02-04"
"4V1O","2015-02-04"
"4V2S","2015-01-14"
"4V3P","2015-04-22"
"4V42","2014-07-09"
"4V47","2014-07-09"
"4V48","2014-07-09"
"4V49","2014-07-09"
"4V4A","2014-07-09"
"4V4B","2014-07-09"
"4V4F","2014-07-09"
"4V4G","2014-07-09"
"4V4H","2014-07-09"
"4V4I","2014-07-09"
"4V4J","2014-07-09"
"4V4N","2014-07-09"
"4V4P","2014-07-09"
"4V4Q","2014-07-09"
"4V4R","2014-07-09"
"4V4S","2014-07-09"
"4V4T","2014-07-09"
"4V4V","2014-07-09"
"4V4W","2014-07-09"
"4V4X","2014-07-09"
"4V4Y","2014-07-09"
"4V4Z","2014-07-09"
"4V50","2014-07-09"
"4V51","2014-07-09"
"4V52","2014-07-09"
"4V53","2014-07-09"
"4V54","2014-07-09"
"4V55","2014-07-09"
"4V56","2014-07-09"
"4V57","2014-07-09"
"4V5A","2014-07-09"
"4V5B","2014-07-09"
"4V5C","2014-07-09"
"4V5D","2014-07-09"
"4V5E","2014-07-09"
"4V5F","2014-07-09"
"4V5G","2014-07-09"
"4V5H","2014-07-09"
"4V5J","2014-07-09"
"4V5K","2014-07-09"
"4V5L","2014-07-09"
"4V5M","2014-07-09"
"4V5N","2014-07-09"
"4V5O","2014-07-09"
"4V5P","2014-07-09"
"4V5Q","2014-07-09"
"4V5R","2014-07-09"
"4V5S","2014-07-09"
"4V5V","2014-07-09"
"4V5Y","2014-07-09"
"4V5Z","2014-07-09"
"4V61","2014-07-09"
"4V63","2014-07-09"
"4V64","2014-07-09"
"4V65","2014-07-09"
"4V66","2014-07-09"
"4V67","2014-07-09"
"4V68","2014-07-09"
"4V69","2014-07-09"
"4V6A","2014-07-09"
"4V6C","2014-07-09"
"4V6D","2014-07-09"
"4V6E","2014-07-09"
"4V6F","2014-07-09"
"4V6G","2014-07-09"
"4V6I","2014-07-09"
"4V6K","2014-07-09"
"4V6L","2014-07-09"
"4V6M","2014-07-09"
"4V6N","2014-07-09"
"4V6O","2014-07-09"
"4V6P","2014-07-09"
"4V6Q","2014-07-09"
"4V6R","2014-07-09"
"4V6S","2014-07-09"
"4V6T","2014-07-09"
"4V6U","2014-07-09"
"4V6V","2014-07-09"
"4V6W","2014-07-09"
"4V6X","2014-07-09"
"4V6Y","2014-07-09"
"4V6Z","2014-07-09"
"4V70","2014-07-09"
"4V71","2014-07-09"
"4V72","2014-07-09"
"4V73","2014-07-09"
"4V74","2014-07-09"
"4V75","2014-07-09"
"4V76","2014-07-09"
"4V77","2014-07-09"
"4V78","2014-07-09"
"4V79","2014-07-09"
"4V7A","2014-07-09"
"4V7B","2014-07-09"
"4V7C","2014-07-09"
"4V7D","2014-07-09"
"4V7E","2014-07-09"
"4V7F","2014-07-09"
"4V7H","2014-07-09"
"4V7I","2014-07-09"
"4V7J","2014-07-09"
"4V7K","2014-07-09"
"4V7L","2014-07-09"
"4V7M","2014-07-09"
"4V7P","2014-07-09"
"4V7R","2014-07-09"
"4V7S","2014-07-09"
"4V7T","2014-07-09"
"4V7U","2014-07-09"
"4V7V","2014-07-09"
"4V7W","2014-07-09"
"4V7X","2014-07-09"
"4V7Y","2014-07-09"
"4V7Z","2014-07-09"
"4V83","2014-07-09"
"4V84","2014-07-09"
"4V85","2014-07-09"
"4V87","2014-07-09"
"4V88","2014-07-09"
"4V89","2014-07-09"
"4V8A","2014-07-09"
"4V8B","2014-07-09"
"4V8C","2014-07-09"
"4V8D","2014-07-09"
"4V8E","2014-07-09"
"4V8F","2014-07-09"
"4V8G","2014-07-09"
"4V8H","2014-07-09"
"4V8I","2014-07-09"
"4V8J","2014-07-09"
"4V8M","2014-07-09"
"4V8N","2014-07-09"
"4V8O","2014-07-09"
"4V8P","2014-07-09"
"4V8Q","2014-07-09"
"4V8T","2014-07-09"
"4V8U","2014-07-09"
"4V8X","2014-07-09"
"4V8Y","2014-07-09"
"4V8Z","2014-07-09"
"4V90","2014-07-09"
"4V91","2014-07-09"
"4V92","2014-07-09"
"4V95","2014-07-09"
"4V97","2014-07-09"
"4V99","2014-07-09"
"4V9A","2014-07-09"
"4V9B","2014-07-09"
"4V9C","2014-07-09"
"4V9D","2014-07-09"
"4V9E","2014-07-09"
"4V9F","2014-07-09"
"4V9H","2014-07-09"
"4V9I","2014-07-09"
"4V9J","2014-07-09"
"4V9K","2014-07-09"
"4V9L","2014-07-09"
"4V9M","2014-07-09"
"4V9N","2014-07-09"
"4V9O","2014-07-09"
"4V9P","2014-07-09"
"4V9Q","2014-07-09"
"4V9R","2014-07-09"
"4V9S","2014-07-09"
"4W29","2014-10-01"
"4W2E","2014-10-01"
"4W2F","2014-10-15"
"4W2G","2014-10-15"
"4W2H","2014-10-15"
"4W2I","2014-10-15"
"4W4G","2015-10-21"
"4W5N","2014-11-12"
"4W5O","2014-11-12"
"4W5Q","2014-11-12"
"4W5R","2014-11-12"
"4W5T","2014-11-12"
"4W90","2014-10-15"
"4W92","2014-10-22"
"4WAL","2014-12-17"
"4WAN","2014-12-17"
"4WC2","2015-04-15"
"4WC3","2015-04-15"
"4WC4","2015-04-15"
"4WC5","2015-04-15"
"4WC6","2015-04-15"
"4WC7","2015-04-15"
"4WCE","2015-10-21"
"4WF1","2014-11-05"
"4WF9","2015-10-21"
"4WFA","2015-10-21"
"4WFB","2015-10-21"
"4WFL","2014-10-15"
"4WFM","2014-10-15"
"4WFN","2015-12-23"
"4WJ3","2014-12-31"
"4WJ4","2014-12-31"
"4WKJ","2014-10-22"
"4WKR","2015-03-18"
"4WOI","2015-08-05"
"4WPO","2015-01-28"
"4WQ1","2015-06-10"
"4WQF","2015-01-28"
"4WQR","2015-06-10"
"4WQS","2015-02-18"
"4WQU","2015-01-28"
"4WQY","2015-01-28"
"4WR6","2015-06-10"
"4WRA","2015-06-10"
"4WRO","2015-06-10"
"4WRT","2014-11-19"
"4WSA","2014-11-19"
"4WSB","2014-11-19"
"4WSD","2015-06-10"
"4WSM","2015-06-10"
"4WT1","2015-06-10"
"4WT8","2015-01-21"
"4WTA","2015-02-11"
"4WTC","2015-02-11"
"4WTD","2015-02-11"
"4WTE","2015-02-11"
"4WTF","2015-02-11"
"4WTG","2015-02-11"
"4WTI","2015-02-11"
"4WTJ","2015-02-11"
"4WTK","2015-02-11"
"4WTL","2015-02-11"
"4WTM","2015-02-11"
"4WU1","2015-06-10"
"4WWW","2014-12-24"
"4WZD","2015-06-10"
"4WZJ","2015-01-14"
"4WZM","2015-05-06"
"4WZO","2015-06-10"
"4WZQ","2015-05-06"
"4X0A","2015-04-15"
"4X0B","2015-04-15"
"4X2B","2015-05-06"
"4X4N","2015-02-11"
"4X4O","2015-02-11"
"4X4P","2015-02-11"
"4X4Q","2015-02-11"
"4X4R","2015-02-11"
"4X4S","2015-02-11"
"4X4T","2015-02-11"
"4X4U","2015-02-11"
"4X4V","2015-02-11"
"4X62","2015-11-18"
"4X64","2015-11-18"
"4X65","2015-11-18"
"4X66","2015-11-18"
"4X67","2015-02-04"
"4X6A","2015-02-04"
"4X9E","2015-02-25"
"4XBF","2016-04-27"
"4XCO","2015-06-10"
"4XEJ","2015-02-25"
"4XJN","2015-03-18"
"4XK0","2015-02-11"
"4XLN","2015-09-23"
"4XLR","2015-09-23"
"4XNR","2015-05-06"
"4XW0","2016-01-13"
"4XW1","2016-01-13"
"4XW7","2015-09-09"
"4XWF","2015-09-09"
"4XWW","2015-12-16"
"4Y1I","2015-04-08"
"4Y1J","2015-04-08"
"4Y1M","2015-04-08"
"4Y1N","2015-10-14"
"4Y1O","2015-10-14"
"4Y27","2015-11-18"
"4Y4O","2015-03-18"
"4Y4P","2015-03-18"
"4Y52","2015-07-15"
"4Y7N","2015-07-15"
"4Y91","2016-03-16"
"4YAZ","2015-04-15"
"4YB0","2015-04-15"
"4YB1","2015-04-15"
"4YBB","2015-03-18"
"4YCO","2015-04-22"
"4YCP","2015-04-22"
"4YHH","2015-04-08"
"4YHW","2015-07-22"
"4YLN","2015-04-22"
"4YLO","2015-04-22"
"4YLP","2015-04-22"
"4YN6","2015-04-22"
"4YOE","2015-06-10"
"4YPB","2015-10-21"
"4YVI","2015-07-15"
"4YVJ","2015-07-15"
"4YVK","2015-07-15"
"4YY3","2016-07-06"
"4YYE","2016-01-06"
"4YZV","2015-10-21"
"4Z0C","2015-10-07"
"4Z31","2015-10-14"
"4Z3S","2015-06-03"
"4Z4C","2015-09-23"
"4Z4D","2015-09-23"
"4Z4E","2015-09-23"
"4Z4F","2015-09-23"
